#time,80x01-02_engine-rpm,80x03_coolant_temp,80x04_ambient_temp,80x05_intake_air_temp,80x06_fuel_temp,80x07_map_kpa,80x08_battery_voltage,80x09_throttle_pot,80x0A_idle_switch,80x0B_uk1,80x0C_park_neutral_switch,80x0D-0E_fault_codes,80x0F_idle_set_point,80x10_idle_hot,80x11_uk2,80x12_iac_position,80x13-14_idle_error,80x15_ignition_advance_offset,80x16_ignition_advance,80x17-18_coil_time,80x19_crankshaft_position_sensor,80x1A_uk4,80x1B_uk5,7dx01_ignition_switch,7dx02_throttle_angle,7dx03_uk6,7dx04_air_fuel_ratio,7dx05_dtc2,7dx06_lambda_voltage,7dx07_lambda_sensor_frequency,7dx08_lambda_sensor_dutycycle,7dx09_lambda_sensor_status,7dx0A_closed_loop,7dx0B_long_term_fuel_trim,7dx0C_short_term_fuel_trim,7dx0D_carbon_canister_dutycycle,7dx0E_dtc3,7dx0F_idle_base_pos,7dx10_uk7,7dx11_dtc4,7dx12_ignition_advance2,7dx13_idle_speed_offset,7dx14_idle_error2,7dx14-15_uk10,7dx16_dtc5,7dx17_uk11,7dx18_uk12,7dx19_uk13,7dx1A_uk14,7dx1B_uk15,7dx1C_uk16,7dx1D_uk17,7dx1E_uk18,7dx1F_uk19
18:04:41.071,1216,20,200,25,200,41.000000,12.000000,0.780000,false,false,true,0,0,36,0,64,23,0,11.500000,3.894000,true,0,0,true,13,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:42.000,1224,20,200,25,200,41.000000,12.000000,0.780000,false,false,true,0,0,36,0,64,17,0,11.000000,3.906000,true,0,0,true,13,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:42.908,1217,21,200,25,200,41.000000,12.000000,0.780000,false,false,true,0,0,36,0,64,15,0,11.500000,3.906000,true,0,0,true,13,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:43.826,1229,21,200,25,200,41.000000,12.000000,0.780000,false,false,true,0,0,36,0,64,29,0,11.500000,3.898000,true,0,0,true,13,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:44.730,1223,21,200,25,200,39.000000,12.000000,0.780000,false,false,true,0,0,36,0,64,31,0,10.500000,3.770000,true,0,0,false,12,0,14,0,154,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:45.597,158,21,200,25,200,103.000000,12.000000,0.520000,false,false,true,0,0,36,0,6,1200,0,4.000000,5.776000,false,0,0,false,6,0,14,0,154,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:46.419,0,21,200,25,200,99.000000,12.000000,0.480000,false,false,true,0,0,36,0,2,1200,0,4.000000,5.578000,false,0,0,false,6,0,14,0,154,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:47.305,0,21,200,25,200,99.000000,13.000000,0.640000,false,false,true,0,0,36,0,50,1200,0,4.000000,5.578000,false,0,0,false,11,0,14,0,154,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:48.130,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,5.378000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:49.001,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,5.278000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:49.799,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,5.178000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:50.609,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,5.080000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:51.435,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,4.980000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:52.297,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,4.880000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:53.105,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,4.780000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
18:04:53.964,0,21,200,25,200,99.000000,13.000000,0.720000,false,false,true,0,0,36,0,58,1200,0,4.000000,4.680000,false,0,0,false,12,0,14,0,149,255,255,1,false,151,100,0,255,99,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,26
